摄像头编号 笼子编号 时段 变化点数
ch03 1-1 16 39988.0
ch03 2-2 16 111097.0
ch03 2-1 16 72455.0
ch03 1-1 17 64205.0
ch03 1-2 16 69966.0
ch03 2-2 16 96271.0
ch03 2-1 16 65525.0
ch03 1-2 16 60816.0
ch03 1-1 16 45015.0
ch03 2-2 15 93290.0
ch03 2-1 15 930831.0
ch03 1-1 16 47907.0
ch03 1-2 15 57229.0
ch03 1-1 17 47850.0
ch03 2-1 17 72114.0
ch03 1-1 19 48369.0
ch03 2-2 19 112135.0
ch03 2-1 19 77016.0
ch03 1-2 19 82823.0
ch03 1-1 19 49445.0
ch03 2-2 18 83251.0
ch03 1-2 17 76541.0
ch03 2-1 18 62321.0
ch03 1-1 18 47892.0
ch03 2-2 18 85699.0
ch03 2-1 18 61004.0
ch03 1-2 18 72591.0
ch03 1-1 18 43032.0
ch03 2-2 17 103193.0
ch03 1-2 18 82489.0
ch01 2-1 15 196473.0
ch03 1-1 15 50634.0
ch03 2-1 15 40262.0
ch03 2-2 13 126684.0
ch03 2-1 13 96484.0
ch03 1-2 13 84716.0
ch01 2-1 16 358451.0
ch01 1-2 16 245396.0
ch01 1-1 16 304972.0
ch03 1-1 13 55968.0
ch03 1-2 7 54664.0
ch01 1-1 16 175747.0
ch01 2-1 16 197674.0
ch01 1-2 16 137145.0
ch01 1-1 16 138036.0
ch01 2-1 15 192472.0
ch01 1-2 15 123798.0
ch01 1-2 16 141172.0
ch03 2-2 15 53744.0
ch03 1-2 13 84132.0
ch03 2-2 13 108315.0
ch03 1-2 15 37662.0
ch03 1-1 15 28809.0
ch03 2-2 14 74282.0
ch03 2-1 14 70528.0
ch03 1-2 14 43974.0
ch03 1-1 14 36519.0
ch03 2-1 13 71304.0
ch03 2-2 14 73600.0
ch03 1-2 14 51308.0
ch03 1-1 14 36678.0
ch03 2-2 14 111684.0
ch03 2-1 14 75127.0
ch03 1-2 14 66318.0
ch03 1-1 14 47640.0
ch03 2-1 14 51016.0
ch03 1-2 19 76520.0
ch01 2-2 5 204523.0
ch01 1-1 5 171936.0
ch04 1-1 0 86179.0
ch03 1-1 12 43627.0
ch03 2-2 12 110961.0
ch03 2-1 12 60260.0
ch03 1-2 12 61798.0
ch03 1-1 12 41962.0
ch04 1-2 0 71471.0
ch03 2-2 11 74738.0
ch03 1-2 11 65938.0
ch03 1-1 11 39594.0
ch03 2-2 11 79290.0
ch03 2-1 11 66427.0
ch03 1-2 11 54815.0
ch03 1-1 11 37605.0
ch03 2-1 11 65740.0
ch03 2-2 10 71909.0
ch04 2-1 0 121367.0
ch03 1-2 12 51566.0
ch04 2-1 5 111727.0
ch04 1-2 5 86310.0
ch04 1-1 5 95276.0
ch04 2-2 5 120212.0
ch04 2-1 5 115277.0
ch04 1-2 5 102760.0
ch04 2-2 0 110014.0
ch04 1-1 5 105799.0
ch03 2-2 12 101934.0
ch03 2-1 12 73374.0
ch03 1-2 12 65073.0
ch03 1-1 12 57625.0
ch03 2-2 12 61135.0
ch03 2-1 12 69147.0
ch03 1-1 13 59936.0
ch04 2-2 5 122964.0
ch03 2-1 10 73857.0
ch03 1-1 10 42611.0
ch03 1-2 8 47590.0
ch03 1-1 8 36300.0
ch03 2-2 8 94755.0
ch03 2-1 8 95678.0
ch03 1-2 8 56320.0
ch03 1-1 8 50167.0
ch03 2-1 8 34092.0
ch03 2-2 8 83394.0
ch03 1-2 8 44226.0
ch03 1-1 8 39760.0
ch03 2-2 7 95616.0
ch03 2-1 7 69377.0
ch03 1-2 7 50749.0
ch03 1-1 7 994450.0
ch03 2-1 8 62264.0
ch03 1-2 10 51496.0
ch03 2-2 8 59640.0
ch03 1-2 9 72391.0
ch03 2-2 10 94658.0
ch03 2-1 10 78040.0
ch03 1-2 10 62551.0
ch03 1-1 10 48564.0
ch03 2-2 10 69637.0
ch03 2-1 10 59369.0
ch03 1-1 9 34786.0
ch03 1-2 10 47762.0
ch03 2-2 9 3841.0
ch03 2-1 9 1388.0
ch03 1-2 9 3684.0
ch03 1-1 9 1550.0
ch03 2-2 9 76944.0
ch03 2-1 9 50640.0
ch03 1-1 10 32195.0
ch01 1-2 5 166347.0
ch04 1-1 5 104868.0
ch04 2-1 5 116003.0
ch01 2-2 3 227856.0
ch01 1-2 3 139807.0
ch01 1-1 3 169828.0
ch01 2-2 2 171536.0
ch01 1-2 2 117095.0
ch01 1-1 2 107137.0
ch01 1-1 3 177594.0
ch01 2-2 2 258719.0
ch01 1-2 2 133558.0
ch01 1-1 2 179753.0
ch01 2-2 1 181858.0
ch01 1-2 1 187295.0
ch01 1-1 1 185852.0
ch01 2-2 1 189219.0
ch01 1-1 2 259953.0
ch01 1-2 1 189498.0
ch01 1-2 3 179880.0
ch01 1-1 3 165854.0
ch01 2-2 5 239887.0
ch01 1-2 5 139583.0
ch01 1-1 5 164286.0
ch01 2-2 5 185270.0
ch01 1-2 5 151512.0
ch01 1-1 5 188369.0
ch01 2-2 3 217949.0
ch01 2-2 4 190626.0
ch01 1-1 4 190151.0
ch01 2-2 4 197557.0
ch01 1-2 4 169408.0
ch01 1-1 4 180074.0
ch01 2-2 3 211876.0
ch01 1-2 3 179368.0
ch01 1-2 4 169077.0
ch04 1-2 5 92200.0
ch01 1-1 1 195012.0
ch01 1-2 0 156605.0
ch04 1-1 7 113130.0
ch04 2-2 7 132513.0
ch04 2-1 7 126766.0
ch04 1-2 7 106299.0
ch04 1-1 7 106448.0
ch04 2-2 6 124529.0
ch04 1-2 7 101879.0
ch04 2-1 6 124932.0
ch04 1-1 6 100214.0
ch04 2-2 6 114191.0
ch04 2-1 6 112614.0
ch04 1-2 6 96604.0
ch04 1-1 6 105584.0
ch04 2-2 5 115971.0
ch04 1-2 6 95831.0
ch01 2-2 0 203280.0
ch04 2-1 7 126394.0
ch04 1-1 7 94752.0
ch01 1-1 0 163151.0
ch01 2-2 0 206390.0
ch01 1-2 0 164597.0
ch01 1-1 0 157248.0
ch01 2-2 0 135541.0
ch01 1-2 0 95709.0
ch04 2-2 7 118161.0
ch01 1-1 0 141597.0
ch04 2-1 8 142205.0
ch04 1-2 8 109311.0
ch04 1-1 8 107395.0
ch04 2-2 7 127907.0
ch04 2-1 7 119602.0
ch04 1-2 7 104274.0
ch04 2-2 8 138855.0
ch03 2-1 19 75077.0
ch03 2-2 19 110563.0
ch03 1-1 19 42126.0
ch04 1-2 13 99683.0
ch04 2-1 13 130012.0
ch04 2-2 13 140229.0
ch04 1-1 14 67074.0
ch04 1-2 14 74010.0
ch04 2-1 14 89185.0
ch04 2-2 14 101667.0
ch04 1-1 14 79224.0
ch04 1-2 14 84807.0
ch04 2-1 14 125794.0
ch04 2-2 14 127118.0
ch04 1-1 15 74703.0
ch04 1-2 15 97366.0
ch04 2-1 15 104075.0
ch04 1-1 13 94727.0
ch04 2-2 15 122889.0
ch04 1-2 15 108279.0
ch04 2-1 15 131083.0
ch04 2-2 15 132760.0
ch04 1-1 15 84992.0
ch04 1-2 15 93595.0
ch04 2-1 15 135499.0
ch04 2-2 15 130160.0
ch04 1-1 16 87306.0
ch04 1-2 16 85713.0
ch04 2-1 16 112321.0
ch04 2-2 16 124016.0
ch04 1-1 16 84671.0
ch04 1-2 16 84485.0
ch04 2-1 16 114826.0
ch04 1-1 15 82263.0
ch04 2-2 16 128143.0
ch04 2-2 13 136398.0
ch04 1-2 13 101947.0
ch04 2-2 10 87024.0
ch04 1-1 10 138865.0
ch04 1-2 10 110511.0
ch04 2-1 10 91326.0
ch04 2-2 10 39924.0
ch03 2-2 7 98058.0
ch04 1-2 11 78099.0
ch04 2-1 11 108637.0
ch04 2-2 11 121207.0
ch04 1-1 11 85511.0
ch04 1-2 11 98828.0
ch04 2-1 11 112335.0
ch04 2-2 11 117491.0
ch04 1-1 11 104133.0
ch04 2-1 13 141774.0
ch04 1-2 11 88558.0
ch04 2-2 11 117966.0
ch04 1-1 12 86147.0
ch04 1-2 12 81579.0
ch04 2-1 12 112398.0
ch04 2-2 12 136520.0
ch04 1-1 12 92034.0
ch04 1-2 12 96095.0
ch04 2-1 12 124821.0
ch04 2-2 12 133367.0
ch04 1-1 13 98103.0
ch04 1-2 13 90752.0
ch04 2-1 13 111100.0
ch04 2-2 13 127391.0
ch04 1-1 13 108506.0
ch04 2-1 11 112276.0
ch04 2-1 10 89325.0
ch04 1-1 16 162602.0
ch04 2-1 16 149477.0
ch04 2-1 20 140327.0
ch04 2-2 20 150676.0
ch04 1-1 21 125488.0
ch04 1-2 21 113242.0
ch04 2-1 21 145444.0
ch04 2-2 21 159316.0
ch04 1-1 21 110199.0
ch04 1-2 21 118357.0
ch04 2-1 21 158330.0
ch04 2-2 21 159552.0
ch04 1-1 22 116347.0
ch04 1-2 22 134813.0
ch04 2-1 22 139577.0
ch04 2-2 22 167241.0
ch04 1-2 20 122328.0
ch04 1-1 22 169053.0
ch04 2-1 22 147492.0
ch04 2-2 22 159482.0
ch04 1-1 22 107622.0
ch04 1-2 22 94625.0
ch04 2-1 22 130098.0
ch04 2-2 22 146128.0
ch04 1-1 23 96235.0
ch04 1-2 23 109859.0
ch04 2-1 23 137030.0
ch04 2-2 23 145715.0
ch04 1-1 24 97363.0
ch04 1-2 24 104825.0
ch04 2-1 24 139395.0
ch04 2-2 24 139931.0
ch04 1-2 22 125392.0
ch04 1-2 16 4901.0
ch04 1-1 20 119903.0
ch04 2-1 20 151683.0
ch04 2-2 16 83004.0
ch04 1-1 17 148199.0
ch04 1-2 17 149357.0
ch04 2-1 17 166003.0
ch04 2-2 17 162568.0
ch04 1-1 18 112426.0
ch04 1-2 18 159065.0
ch04 2-1 18 140341.0
ch04 2-2 18 142294.0
ch04 1-1 18 114034.0
ch04 1-2 18 118659.0
ch04 2-2 18 149510.0
ch04 1-1 18 111550.0
ch04 1-2 18 121652.0
ch04 2-2 20 150486.0
ch04 2-1 18 153039.0
ch04 1-1 19 128107.0
ch04 1-2 19 119319.0
ch04 2-1 19 152323.0
ch04 2-2 19 139698.0
ch04 1-1 19 132029.0
ch04 1-2 19 131719.0
ch04 2-1 19 145724.0
ch04 2-2 19 142180.0
ch04 1-1 20 116793.0
ch04 1-2 20 115184.0
ch04 2-1 20 155714.0
ch04 2-2 20 156695.0
ch04 1-1 20 110442.0
ch04 1-2 20 116711.0
ch04 2-2 18 133337.0
ch04 1-2 10 62903.0
ch04 1-1 11 87787.0
ch04 2-2 9 150025.0
ch03 1-2 5 53883.0
ch03 1-1 5 44983.0
ch03 2-2 5 96498.0
ch03 2-1 5 75041.0
ch03 1-2 5 56247.0
ch03 1-1 5 45085.0
ch03 2-2 4 102142.0
ch03 2-1 4 79647.0
ch03 1-2 4 54712.0
ch03 1-1 4 40502.0
ch03 2-2 4 94220.0
ch03 2-1 4 77162.0
ch03 1-2 4 51450.0
ch03 1-1 4 41519.0
ch03 2-2 3 93054.0
ch03 2-1 3 76521.0
ch03 1-2 3 54304.0
ch03 1-1 3 41014.0
ch03 2-2 3 134177.0
ch03 2-1 3 74242.0
ch03 1-2 3 53712.0
ch03 1-1 3 50780.0
ch03 2-2 0 110752.0
ch03 2-1 0 87809.0
ch03 1-2 0 64617.0
ch03 2-1 5 81418.0
ch03 2-2 5 105775.0
ch03 1-1 5 40047.0
ch03 1-2 5 51390.0
ch03 1-2 19 83120.0
ch03 2-1 19 90985.0
ch03 2-2 19 121137.0
ch03 1-1 20 47975.0
ch03 1-2 20 94291.0
ch03 2-1 20 88805.0
ch03 2-2 20 121309.0
ch03 1-1 20 50238.0
ch03 1-2 20 88948.0
ch03 2-1 20 77790.0
ch03 2-2 20 113163.0
ch03 1-1 7 43587.0
ch03 1-1 0 46382.0
ch03 2-2 7 104689.0
ch03 1-2 7 54083.0
ch03 1-1 7 43893.0
ch03 2-2 6 88984.0
ch03 2-1 6 71756.0
ch03 1-2 6 51904.0
ch03 1-1 6 41112.0
ch03 2-2 6 92177.0
ch03 2-1 6 76521.0
ch03 1-2 6 65913.0
ch03 1-1 6 91299.0
ch03 2-2 5 90901.0
ch03 2-1 5 71695.0
ch03 2-1 7 74517.0
ch04 1-1 10 77585.0
ch03 2-1 7 86799.0
ch04 2-1 9 126944.0
ch04 2-1 9 13334.0
ch04 2-2 8 151324.0
ch04 2-2 9 14274.0
ch04 1-1 9 98593.0
ch04 1-2 9 84670.0
ch04 2-1 9 111356.0
ch04 2-2 9 115857.0
ch04 1-1 9 101405.0
ch04 1-2 9 104372.0
ch04 1-2 9 18583.0
ch04 2-1 8 164956.0
ch04 1-1 9 21774.0
ch04 1-1 8 110807.0
ch04 1-2 8 107118.0
ch02 1-2 7 109658.0
ch02 2-1 7 81657.0
ch02 2-2 7 140425.0
ch02 1-1 8 71995.0
ch02 1-2 8 92319.0
ch02 2-1 8 82619.0
ch02 2-2 8 143227.0
ch02 1-1 7 72945.0
ch02 2-2 7 125742.0
ch02 2-1 7 80052.0
ch02 1-1 8 67702.0
ch02 1-2 8 95431.0
ch02 2-1 11 66072.0
ch02 2-2 6 132442.0
ch02 1-1 7 66923.0
ch02 2-1 5 81343.0
ch02 2-2 5 141181.0
ch02 1-1 6 69241.0
ch02 1-2 6 107826.0
ch02 2-1 6 84679.0
ch02 2-2 6 140728.0
ch02 1-2 7 102269.0
ch02 1-1 6 71533.0
ch02 2-1 6 84353.0
ch02 2-2 6 143152.0
ch02 1-1 6 72130.0
ch02 1-2 6 100388.0
ch02 2-1 6 87278.0
ch02 2-1 8 75133.0
ch02 1-2 6 108106.0
ch02 1-2 11 83353.0
ch02 2-2 8 136287.0
ch02 1-2 8 91605.0
ch02 2-2 11 96072.0
ch04 1-1 1 103906.0
ch02 2-2 13 44847.0
ch02 1-1 11 61783.0
ch02 1-2 13 41218.0
ch02 1-1 13 68345.0
ch02 2-2 12 100938.0
ch02 2-1 12 69054.0
ch02 1-2 12 90074.0
ch02 1-1 12 65313.0
ch02 2-2 12 157106.0
ch02 2-1 12 116592.0
ch02 1-2 12 180786.0
ch02 1-1 12 111465.0
ch02 2-2 11 94480.0
ch02 2-1 11 52298.0
ch02 1-2 11 90854.0
ch02 1-1 11 50983.0
ch02 2-2 11 104614.0
ch02 2-1 11 71989.0
ch02 1-2 11 134146.0
ch02 1-1 11 57683.0
ch02 2-2 10 43847.0
ch02 2-1 8 74998.0
ch02 2-2 8 121428.0
ch02 1-1 9 64012.0
ch02 1-2 9 90077.0
ch02 2-1 9 83417.0
ch02 2-2 9 121317.0
ch02 1-1 9 58892.0
ch02 1-2 9 84724.0
ch02 2-1 9 66932.0
ch02 1-1 8 58613.0
ch02 1-1 10 68678.0
ch02 2-1 10 72726.0
ch02 2-2 10 86319.0
ch02 1-1 10 56802.0
ch02 1-2 10 84522.0
ch02 2-1 10 63890.0
ch02 2-2 10 101926.0
ch02 1-1 10 13532.0
ch02 1-2 10 45411.0
ch02 2-1 10 14427.0
ch02 1-2 10 78601.0
ch02 2-1 13 67125.0
ch04 1-2 1 90265.0
ch03 1-1 0 50548.0
ch03 2-2 10 86132.0
ch03 2-1 10 61487.0
ch03 1-2 10 72532.0
ch03 1-1 10 36297.0
ch03 2-2 9 86078.0
ch03 2-1 9 53545.0
ch03 1-2 9 78205.0
ch03 1-1 9 41877.0
ch03 2-2 9 116084.0
ch03 2-1 9 70843.0
ch03 1-2 9 87680.0
ch03 1-1 9 55550.0
ch03 2-2 8 138600.0
ch03 2-1 8 84456.0
ch03 1-2 8 76413.0
ch03 1-1 8 51521.0
ch03 2-2 8 138903.0
ch03 2-1 8 87071.0
ch03 1-2 8 90277.0
ch03 1-1 8 52721.0
ch03 2-2 8 149195.0
ch03 2-1 8 105519.0
ch03 1-2 8 92736.0
ch03 1-1 8 63525.0
ch03 2-2 7 136739.0
ch03 2-1 7 91571.0
ch03 1-2 7 114286.0
ch03 1-1 10 47964.0
ch03 1-2 10 68558.0
ch03 2-1 10 66130.0
ch03 2-2 10 103070.0
ch03 2-2 13 58943.0
ch03 2-1 13 47455.0
ch03 1-2 13 36740.0
ch03 1-1 13 26485.0
ch03 2-2 12 86276.0
ch03 2-1 12 52225.0
ch03 1-2 12 61026.0
ch03 1-1 12 33818.0
ch03 2-2 12 106715.0
ch03 2-1 12 80523.0
ch03 1-2 12 71376.0
ch03 1-1 12 56247.0
ch03 2-2 12 118895.0
ch03 1-1 7 47661.0
ch03 2-1 12 74862.0
ch03 1-1 12 60402.0
ch03 2-2 11 102334.0
ch03 2-1 11 94030.0
ch03 1-2 11 58411.0
ch03 1-1 11 68137.0
ch03 2-2 11 99554.0
ch03 2-1 11 61564.0
ch03 1-2 11 74673.0
ch03 1-1 11 48864.0
ch03 2-2 10 93994.0
ch03 2-1 10 61986.0
ch03 1-2 10 80084.0
ch03 1-1 10 40046.0
ch03 1-2 12 76216.0
ch02 1-2 5 100843.0
ch03 2-2 6 146885.0
ch03 1-2 6 96210.0
ch03 1-1 3 49831.0
ch03 2-2 2 125455.0
ch03 2-1 2 77130.0
ch03 1-2 2 73348.0
ch03 1-1 2 54265.0
ch03 2-2 2 129663.0
ch03 2-1 2 76977.0
ch03 1-2 2 81131.0
ch03 2-2 1 138426.0
ch03 2-1 1 96461.0
ch03 1-2 1 74753.0
ch03 1-1 1 49005.0
ch03 2-2 1 119776.0
ch03 2-1 1 96368.0
ch03 1-2 1 84846.0
ch03 1-1 1 50012.0
ch03 2-2 1 129820.0
ch03 2-1 1 78016.0
ch03 1-2 1 78171.0
ch03 1-1 1 46051.0
ch03 2-2 0 132130.0
ch03 2-1 0 106328.0
ch03 1-2 0 85656.0
ch03 1-1 0 53651.0
ch03 2-2 0 111463.0
ch03 2-1 0 102706.0
ch03 1-2 0 84888.0
ch03 1-2 3 80815.0
ch03 2-1 3 80968.0
ch03 2-2 3 117126.0
ch03 1-1 3 57306.0
ch03 1-1 6 56229.0
ch03 2-2 5 133603.0
ch03 2-1 5 97799.0
ch03 1-2 5 81513.0
ch03 1-1 5 53021.0
ch03 2-2 5 131114.0
ch03 2-1 5 80162.0
ch03 1-2 5 70285.0
ch03 1-1 5 58561.0
ch03 2-2 4 121369.0
ch03 2-1 4 88101.0
ch03 1-2 4 78117.0
ch03 1-1 4 53772.0
ch03 2-1 6 92162.0
ch03 2-2 4 143918.0
ch03 1-2 4 86100.0
ch03 1-1 4 50354.0
ch03 2-2 4 124401.0
ch03 2-1 4 90732.0
ch03 1-2 4 79751.0
ch03 1-1 4 55288.0
ch03 2-2 3 128267.0
ch03 2-1 3 85265.0
ch03 1-2 3 93865.0
ch03 1-1 3 55372.0
ch03 2-2 3 135992.0
ch03 2-1 3 94558.0
ch03 1-2 3 82017.0
ch03 2-1 4 85632.0
ch02 1-1 5 55573.0
ch02 2-2 9 78654.0
ch02 2-1 5 82010.0
ch01 1-2 2 134979.0
ch01 2-1 2 158054.0
ch01 1-1 3 155152.0
ch01 1-2 3 127762.0
ch01 2-1 3 146151.0
ch01 1-1 3 140746.0
ch01 1-2 3 129189.0
ch01 2-1 3 158214.0
ch01 1-1 3 141803.0
ch01 1-2 3 125092.0
ch01 2-1 3 155589.0
ch01 1-1 4 137229.0
ch01 1-2 4 133597.0
ch01 2-1 4 149895.0
ch01 1-1 4 158665.0
ch01 1-2 4 132929.0
ch01 2-1 4 162058.0
ch01 1-1 5 158334.0
ch01 1-2 5 130557.0
ch01 2-1 5 160470.0
ch01 1-1 5 140396.0
ch01 1-1 2 145445.0
ch01 1-2 5 144091.0
ch01 2-1 2 168290.0
ch01 1-1 2 147539.0
ch04 1-1 1 112788.0
ch04 2-2 1 110333.0
ch04 2-1 1 134575.0
ch01 1-1 0 19385.0
ch01 1-2 0 6869.0
ch01 2-1 0 28232.0
ch01 1-1 0 125862.0
ch01 1-2 0 128875.0
ch01 2-1 0 174884.0
ch01 1-1 0 140087.0
ch01 1-2 0 124964.0
ch01 2-1 0 162802.0
ch01 1-1 1 148930.0
ch01 1-2 1 130912.0
ch01 2-1 1 152244.0
ch01 1-1 1 150066.0
ch01 1-2 1 129722.0
ch01 2-1 1 140213.0
ch01 1-1 1 145242.0
ch01 1-2 1 131725.0
ch01 2-1 1 168046.0
ch01 1-2 2 142311.0
ch01 2-1 5 168927.0
ch01 1-1 5 153581.0
ch01 1-2 5 145638.0
ch01 2-2 9 197267.0
ch01 1-1 9 207153.0
ch01 1-2 9 221940.0
ch01 1-1 10 217729.0
ch01 1-2 10 174022.0
ch01 2-2 10 203482.0
ch01 1-1 10 207569.0
ch01 1-2 10 142028.0
ch01 1-1 10 236240.0
ch01 1-2 10 150643.0
ch01 1-1 11 193500.0
ch01 1-2 11 201707.0
ch01 1-1 11 194216.0
ch01 1-2 11 153658.0
ch01 1-1 12 154577.0
ch01 1-2 12 98688.0
ch01 1-1 12 200078.0
ch01 1-2 12 170711.0
ch01 1-1 12 222426.0
ch01 1-2 12 190774.0
ch01 1-1 13 1645.0
ch01 1-2 9 164554.0
ch01 1-1 9 194990.0
ch01 2-2 8 220218.0
ch01 1-2 8 156694.0
ch01 2-1 5 152970.0
ch01 1-1 6 133757.0
ch01 1-2 6 126820.0
ch01 2-1 6 172700.0
ch01 1-1 6 149619.0
ch01 1-2 6 109779.0
ch01 2-1 6 151111.0
ch01 1-1 7 131814.0
ch01 1-2 7 138589.0
ch01 2-1 7 160358.0
ch04 1-2 1 82377.0
ch01 1-1 7 141530.0
ch01 2-1 7 164075.0
ch01 1-1 7 214063.0
ch01 1-2 7 141906.0
ch01 2-1 7 178895.0
ch01 1-2 8 153423.0
ch01 2-2 8 205664.0
ch01 1-1 8 237814.0
ch01 1-2 8 174619.0
ch01 2-2 8 228983.0
ch01 1-1 8 160234.0
ch01 1-2 7 128673.0
ch04 2-2 11 122204.0
ch04 2-1 1 126230.0
ch04 2-2 1 118652.0
ch04 2-1 8 199386.0
ch04 1-2 8 148954.0
ch04 1-1 8 129551.0
ch04 2-2 8 196378.0
ch04 2-1 8 146458.0
ch04 1-2 8 117385.0
ch04 1-1 8 131598.0
ch04 2-2 7 206391.0
ch04 2-1 7 211950.0
ch04 1-2 7 135758.0
ch04 1-1 7 151208.0
ch04 2-2 7 201469.0
ch02 2-2 5 143381.0
ch04 2-1 7 193715.0
ch04 1-2 7 135362.0
ch04 1-1 7 155949.0
ch04 2-2 7 222236.0
ch04 2-1 7 199294.0
ch04 1-2 7 168903.0
ch04 1-1 7 145866.0
ch04 2-2 6 202689.0
ch04 2-2 8 188017.0
ch04 1-1 9 101437.0
ch04 1-2 9 98901.0
ch04 2-1 9 172272.0
ch04 1-1 11 102887.0
ch04 2-2 11 87449.0
ch04 2-1 11 96326.0
ch04 1-2 11 70511.0
ch04 1-1 11 83110.0
ch04 2-2 11 135515.0
ch04 2-1 11 114533.0
ch04 1-2 11 125835.0
ch04 1-1 11 121082.0
ch04 2-2 10 105430.0
ch04 2-1 6 225196.0
ch04 2-1 10 94443.0
ch04 1-1 10 110086.0
ch04 2-2 10 106778.0
ch04 2-1 10 104477.0
ch04 1-2 10 87050.0
ch04 1-1 10 109157.0
ch04 2-2 9 195709.0
ch04 2-1 9 167004.0
ch04 1-2 9 115736.0
ch04 1-1 9 128158.0
ch04 2-2 9 147015.0
ch04 1-2 10 83608.0
ch01 1-2 13 1711.0
ch04 1-2 6 167933.0
ch04 2-2 6 126892.0
ch04 1-1 3 106431.0
ch04 2-2 3 156801.0
ch04 2-1 3 156997.0
ch04 1-2 3 83009.0
ch04 1-1 3 93754.0
ch04 2-2 3 109229.0
ch04 2-1 3 147205.0
ch04 1-2 3 84766.0
ch04 1-1 3 98064.0
ch04 2-2 2 107126.0
ch04 2-1 2 130177.0
ch04 1-2 2 79884.0
ch04 1-1 2 102994.0
ch04 2-2 2 128571.0
ch04 2-1 2 83756.0
ch04 1-2 2 114679.0
ch04 1-1 2 116228.0
ch04 2-2 1 107722.0
ch04 2-1 1 102030.0
ch04 1-2 1 119864.0
ch04 1-1 1 92352.0
ch04 1-2 3 134909.0
ch04 2-1 3 100165.0
ch04 2-2 3 132753.0
ch04 1-1 4 100140.0
ch04 2-1 6 149776.0
ch04 1-2 6 96580.0
ch04 1-1 6 95937.0
ch04 2-2 5 111811.0
ch04 2-1 5 136786.0
ch04 1-2 5 83200.0
ch04 1-1 5 90025.0
ch04 2-2 5 116683.0
ch04 2-1 5 128883.0
ch04 1-2 5 88542.0
ch04 1-1 6 125884.0
ch04 1-1 5 88882.0
ch04 2-1 5 133512.0
ch04 1-2 5 94271.0
ch04 1-1 5 99157.0
ch04 2-2 4 117348.0
ch04 2-1 4 115128.0
ch04 1-2 4 95788.0
ch04 1-1 4 103218.0
ch04 2-2 4 118232.0
ch04 2-1 4 138440.0
ch04 1-2 4 96923.0
ch04 2-2 5 119602.0
ch04 2-1 11 116185.0
ch04 1-2 11 92691.0
ch02 1-2 0 133267.0
ch04 2-2 0 149305.0
ch04 1-1 0 113755.0
ch04 1-2 0 99069.0
ch04 2-1 0 137123.0
ch04 2-2 0 113135.0
ch02 1-1 0 163663.0
ch02 2-1 0 131537.0
ch04 2-1 0 143455.0
ch02 2-2 0 140631.0
ch02 1-2 0 157638.0
ch02 2-1 0 157079.0
ch02 1-1 0 198257.0
ch02 1-2 0 164899.0
ch02 2-1 0 156615.0
ch04 2-2 0 130034.0
ch02 1-1 1 210451.0
ch02 1-1 0 196675.0
ch04 1-2 0 100931.0
ch04 2-2 12 83151.0
ch04 2-1 12 96765.0
ch04 2-1 0 126544.0
ch04 1-2 0 88110.0
ch04 1-1 0 99871.0
ch04 1-2 0 77698.0
ch04 2-1 0 78129.0
ch04 2-2 0 52225.0
ch04 1-1 0 114477.0
ch04 1-1 12 104524.0
ch04 1-2 12 90053.0
ch04 2-1 12 102058.0
ch04 2-2 12 87636.0
ch04 1-1 12 95960.0
ch04 1-2 12 66172.0
ch04 2-1 12 104158.0
ch04 2-2 12 84734.0
ch04 1-1 12 82566.0
ch04 1-2 12 70978.0
ch02 1-2 1 188291.0
ch02 2-1 1 146214.0
ch02 2-2 0 204761.0
ch02 1-1 1 196707.0
ch02 2-2 3 136946.0
ch02 1-1 3 61190.0
ch02 1-2 3 113910.0
ch02 2-1 3 78911.0
ch02 2-2 3 140084.0
ch02 1-1 4 66905.0
ch02 1-2 4 98730.0
ch02 2-1 4 93642.0
ch02 2-2 4 130074.0
ch02 1-1 4 58600.0
ch02 1-2 4 89089.0
ch02 2-1 4 77017.0
ch02 2-2 4 135599.0
ch02 1-1 4 70574.0
ch02 1-2 4 104755.0
ch02 2-1 4 89389.0
ch02 2-2 4 144677.0
ch02 1-1 5 70817.0
ch02 1-2 5 123179.0
ch02 2-1 3 96810.0
ch02 1-2 3 97718.0
ch02 1-1 3 67890.0
ch02 2-2 2 134624.0
ch02 1-2 1 145443.0
ch02 2-1 1 137905.0
ch02 2-2 1 170779.0
ch02 1-1 2 55413.0
ch02 1-2 2 99301.0
ch02 2-1 2 79284.0
ch02 2-2 2 118603.0
ch02 1-1 2 66747.0
ch02 1-2 2 85847.0
ch02 2-2 1 191319.0
ch02 2-1 2 104353.0
ch02 2-2 2 123626.0
ch02 1-1 2 62061.0
ch02 1-2 2 81499.0
ch02 2-1 2 94103.0
ch04 1-1 0 54692.0
ch01 2-2 6 191713.0
ch02 2-2 24 131782.0
ch02 2-1 24 87628.0
ch02 1-2 24 97592.0
ch02 1-1 24 67915.0
ch03 2-2 24 103506.0
ch01 1-2 6 161640.0
ch02 2-1 23 101477.0
ch03 2-1 24 100625.0
ch04 2-2 24 69286.0
ch04 2-1 24 63278.0
ch04 1-2 24 54375.0
ch04 1-1 24 69388.0
ch04 2-2 23 152774.0
ch04 2-1 23 160199.0
ch04 1-2 23 126871.0
ch04 1-1 23 132718.0
ch04 2-2 23 135280.0
ch04 2-1 23 151569.0
ch04 1-2 23 130983.0
